Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Pettigrew;I was your rat!;['i', 'was', 'your', 'rat'];['i', 'wa', 'your', 'rat'];['rat']
Pettigrew;Sweet, clever girl! Surely you won't...;['sweet', 'clever', 'girl', 'surely', 'you', 'wo'];['sweet', 'clever', 'girl', 'surely', 'you', 'wo'];['sweet', 'clever', 'girl', 'surely', 'wo']
Lupin;Get away from her!;['get', 'away', 'from', 'her'];['get', 'away', 'from', 'her'];['away']
Sirius;I don't know if you know, Harry but when you were born, James and Lily made me your godfather.;['i', 'do', 'know', 'if', 'you', 'know', 'harry', 'but', 'when', 'you', 'were', 'born', 'james', 'and', 'lily', 'made', 'me', 'your', 'godfather'];['i', 'do', 'know', 'if', 'you', 'know', 'harry', 'but', 'when', 'you', 'were', 'born', 'james', 'and', 'lily', 'made', 'me', 'your', 'godfather'];['harry', 'born', 'james', 'lily', 'made', 'godfather']
Harry;I know.;['i', 'know'];['i', 'know'];[]
Sirius;I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...;['i', 'can', 'understand', 'if', 'you', 'choose', 'to', 'stay', 'with', 'your', 'aunt', 'and', 'uncle', 'but', 'if', 'you', 'ever', 'wanted', 'a', 'different', 'home'];['i', 'can', 'understand', 'if', 'you', 'choose', 'to', 'stay', 'with', 'your', 'aunt', 'and', 'uncle', 'but', 'if', 'you', 'ever', 'wanted', 'a', 'different', 'home'];['understand', 'choose', 'stay', 'aunt', 'uncle', 'ever', 'wanted', 'different', 'home']
Harry;What? Come and live with you?;['what', 'come', 'and', 'live', 'with', 'you'];['what', 'come', 'and', 'live', 'with', 'you'];['live']
Sirius;It's just a thought.;['it', 'just', 'a', 'thought'];['it', 'just', 'a', 'thought'];['thought']
Sirius;I can understand if you don't want to.;['i', 'can', 'understand', 'if', 'you', 'do', 'want', 'to'];['i', 'can', 'understand', 'if', 'you', 'do', 'want', 'to'];['understand', 'want']
Hermione;Harry!;['harry'];['harry'];['harry']
Sirius;Remus, my old friend.;['remus', 'my', 'old', 'friend'];['remus', 'my', 'old', 'friend'];['remus', 'old', 'friend']
Sirius;Have you taken your potion tonight?;['have', 'you', 'taken', 'your', 'potion', 'tonight'];['have', 'you', 'taken', 'your', 'potion', 'tonight'];['taken', 'potion', 'tonight']
Sirius;You know the man you truly are, Remus!;['you', 'know', 'the', 'man', 'you', 'truly', 'are', 'remus'];['you', 'know', 'the', 'man', 'you', 'truly', 'are', 'remus'];['man', 'truly', 'remus']
Sirius;This heart is where you truly live! Here!;['this', 'heart', 'is', 'where', 'you', 'truly', 'live', 'here'];['this', 'heart', 'is', 'where', 'you', 'truly', 'live', 'here'];['heart', 'truly', 'live']
Sirius;This flesh is only flesh!;['this', 'flesh', 'is', 'only', 'flesh'];['this', 'flesh', 'is', 'only', 'flesh'];['flesh', 'flesh']
Harry;Expelliarmus!;['expelliarmus'];['expelliarmus'];['expelliarmus']
Hermione;Harry!;['harry'];['harry'];['harry']
Sirius;Remus! Remus!;['remus', 'remus'];['remus', 'remus'];['remus', 'remus']
Sirius;Run! Run!;['run', 'run'];['run', 'run'];['run', 'run']
Harry;Come on.;['come', 'on'];['come', 'on'];[]
Hermione;Wait. Wait.;['wait', 'wait'];['wait', 'wait'];['wait', 'wait']
Ron;Hermione! Bad idea. Bad idea.;['hermione', 'bad', 'idea', 'bad', 'idea'];['hermione', 'bad', 'idea', 'bad', 'idea'];['hermione', 'bad', 'idea', 'bad', 'idea']
Hermione;Professor? Professor Lupin?;['professor', 'professor', 'lupin'];['professor', 'professor', 'lupin'];['professor', 'professor', 'lupin']
Ron;Nice doggy. Nice doggy!;['nice', 'doggy', 'nice', 'doggy'];['nice', 'doggy', 'nice', 'doggy'];['nice', 'doggy', 'nice', 'doggy']
Snape;There you are, Potter!;['there', 'you', 'are', 'potter'];['there', 'you', 'are', 'potter'];['potter']
Harry;Sirius!;['sirius'];['sirius'];['sirius']
Snape;Come back here, Potter!;['come', 'back', 'here', 'potter'];['come', 'back', 'here', 'potter'];['back', 'potter']
Harry;Sirius!;['sirius'];['sirius'];['sirius']
Harry;No. Sirius!;['no', 'sirius'];['no', 'sirius'];['sirius']
Harry;Expecto Patronum!;['expecto', 'patronum'];['expecto', 'patronum'];['expecto', 'patronum']
Hermione;Harry?;['harry'];['harry'];['harry']
Harry;I saw my dad.;['i', 'saw', 'my', 'dad'];['i', 'saw', 'my', 'dad'];['saw', 'dad']
Hermione;What?;['what'];['what'];[]
Harry;He sent the dementors away.;['he', 'sent', 'the', 'dementors', 'away'];['he', 'sent', 'the', 'dementors', 'away'];['sent', 'dementors', 'away']
Harry;I saw him across the lake.;['i', 'saw', 'him', 'across', 'the', 'lake'];['i', 'saw', 'him', 'across', 'the', 'lake'];['saw', 'across', 'lake']
Hermione;Listen Harry, they've captured Sirius.;['listen', 'harry', 'they', 'captured', 'sirius'];['listen', 'harry', 'they', 'captured', 'sirius'];['listen', 'harry', 'captured', 'sirius']
Hermione;Any minute the dementors are gonna perform the Kiss.;['any', 'minute', 'the', 'dementors', 'are', 'gon', 'na', 'perform', 'the', 'kiss'];['any', 'minute', 'the', 'dementors', 'are', 'gon', 'na', 'perform', 'the', 'kiss'];['minute', 'dementors', 'gon', 'na', 'perform', 'kiss']
Harry;They're gonna kill him?;['they', 'gon', 'na', 'kill', 'him'];['they', 'gon', 'na', 'kill', 'him'];['gon', 'na', 'kill']
Hermione;No. It's worse.;['no', 'it', 'worse'];['no', 'it', 'worse'];['worse']
Hermione;Much worse.;['much', 'worse'];['much', 'worse'];['much', 'worse']
Hermione;They're going to suck out his soul.;['they', 'going', 'to', 'suck', 'out', 'his', 'soul'];['they', 'going', 'to', 'suck', 'out', 'his', 'soul'];['going', 'suck', 'soul']
Hermione;Headmaster, you've got to stop them.;['headmaster', 'you', 'got', 'to', 'stop', 'them'];['headmaster', 'you', 'got', 'to', 'stop', 'them'];['headmaster', 'stop']
Hermione;They've got the wrong man.;['they', 'got', 'the', 'wrong', 'man'];['they', 'got', 'the', 'wrong', 'man'];['wrong', 'man']
Harry;It's true sir. Sirius is innocent.;['it', 'true', 'sir', 'sirius', 'is', 'innocent'];['it', 'true', 'sir', 'sirius', 'is', 'innocent'];['true', 'sir', 'sirius', 'innocent']
Ron;It's Scabbers who did it.;['it', 'scabbers', 'who', 'did', 'it'];['it', 'scabbers', 'who', 'did', 'it'];['scabbers']
Dumbledore;Scabbers?;['scabbers'];['scabbers'];['scabbers']
Ron;He's my rat, sir.;['he', 'my', 'rat', 'sir'];['he', 'my', 'rat', 'sir'];['rat', 'sir']
Ron;He's not really a rat. He was a rat.;['he', 'not', 'really', 'a', 'rat', 'he', 'was', 'a', 'rat'];['he', 'not', 'really', 'a', 'rat', 'he', 'wa', 'a', 'rat'];['really', 'rat', 'rat']
Ron;He was my brother Percy's rat.;['he', 'was', 'my', 'brother', 'percy', 'rat'];['he', 'wa', 'my', 'brother', 'percy', 'rat'];['brother', 'percy', 'rat']
Ron;But then they gave him an owl...;['but', 'then', 'they', 'gave', 'him', 'an', 'owl'];['but', 'then', 'they', 'gave', 'him', 'an', 'owl'];['gave', 'owl']
Hermione;The point is, we know the truth.;['the', 'point', 'is', 'we', 'know', 'the', 'truth'];['the', 'point', 'is', 'we', 'know', 'the', 'truth'];['point', 'truth']
Hermione;Please believe us.;['please', 'believe', 'us'];['please', 'believe', 'u'];['please', 'believe', 'u']
Dumbledore;I do, Miss Granger.;['i', 'do', 'miss', 'granger'];['i', 'do', 'miss', 'granger'];['miss', 'granger']
Dumbledore;But the word of three 13-year-old wizards will convince few others.;['but', 'the', 'word', 'of', 'three', 'wizards', 'will', 'convince', 'few', 'others'];['but', 'the', 'word', 'of', 'three', 'wizard', 'will', 'convince', 'few', 'others'];['word', 'three', 'wizard', 'convince', 'others']
Dumbledore;A child's voice, however honest and true is meaningless to those who have forgotten how to listen.;['a', 'child', 'voice', 'however', 'honest', 'and', 'true', 'is', 'meaningless', 'to', 'those', 'who', 'have', 'forgotten', 'how', 'to', 'listen'];['a', 'child', 'voice', 'however', 'honest', 'and', 'true', 'is', 'meaningless', 'to', 'those', 'who', 'have', 'forgotten', 'how', 'to', 'listen'];['child', 'voice', 'however', 'honest', 'true', 'meaningless', 'forgotten', 'listen']
Dumbledore;Mysterious thing, time.;['mysterious', 'thing', 'time'];['mysterious', 'thing', 'time'];['mysterious', 'thing', 'time']
Dumbledore;Powerful and when meddled with, dangerous.;['powerful', 'and', 'when', 'meddled', 'with', 'dangerous'];['powerful', 'and', 'when', 'meddled', 'with', 'dangerous'];['powerful', 'meddled', 'dangerous']
Dumbledore;Sirius Black is in the topmost cell of the Dark Tower.;['sirius', 'black', 'is', 'in', 'the', 'topmost', 'cell', 'of', 'the', 'dark', 'tower'];['sirius', 'black', 'is', 'in', 'the', 'topmost', 'cell', 'of', 'the', 'dark', 'tower'];['sirius', 'black', 'topmost', 'cell', 'dark', 'tower']
Dumbledore;You know the laws, Miss Granger;['you', 'know', 'the', 'laws', 'miss', 'granger'];['you', 'know', 'the', 'law', 'miss', 'granger'];['law', 'miss', 'granger']
Dumbledore;You must not be seen.;['you', 'must', 'not', 'be', 'seen'];['you', 'must', 'not', 'be', 'seen'];['must', 'seen']
Dumbledore;And you would do well, I feel, to return before this last chime.;['and', 'you', 'would', 'do', 'well', 'i', 'feel', 'to', 'return', 'before', 'this', 'last', 'chime'];['and', 'you', 'would', 'do', 'well', 'i', 'feel', 'to', 'return', 'before', 'this', 'last', 'chime'];['would', 'well', 'feel', 'return', 'last', 'chime']
Dumbledore;If not, the consequences are too ghastly to discuss.;['if', 'not', 'the', 'consequences', 'are', 'too', 'ghastly', 'to', 'discuss'];['if', 'not', 'the', 'consequence', 'are', 'too', 'ghastly', 'to', 'discus'];['consequence', 'ghastly', 'discus']
Dumbledore;If you succeed tonight more than one innocent life may be spared.;['if', 'you', 'succeed', 'tonight', 'more', 'than', 'one', 'innocent', 'life', 'may', 'be', 'spared'];['if', 'you', 'succeed', 'tonight', 'more', 'than', 'one', 'innocent', 'life', 'may', 'be', 'spared'];['succeed', 'tonight', 'one', 'innocent', 'life', 'may', 'spared']
Dumbledore;Three turns should do it, I think.;['three', 'turns', 'should', 'do', 'it', 'i', 'think'];['three', 'turn', 'should', 'do', 'it', 'i', 'think'];['three', 'turn', 'think']
Dumbledore;Oh, and by the way.;['oh', 'and', 'by', 'the', 'way'];['oh', 'and', 'by', 'the', 'way'];['oh', 'way']
Dumbledore;When in doubt, I find retracing my steps to be a wise place to begin.;['when', 'in', 'doubt', 'i', 'find', 'retracing', 'my', 'steps', 'to', 'be', 'a', 'wise', 'place', 'to', 'begin'];['when', 'in', 'doubt', 'i', 'find', 'retracing', 'my', 'step', 'to', 'be', 'a', 'wise', 'place', 'to', 'begin'];['doubt', 'find', 'retracing', 'step', 'wise', 'place', 'begin']
Dumbledore;Good luck.;['good', 'luck'];['good', 'luck'];['good', 'luck']
Ron;What the bloody hell was that all about?;['what', 'the', 'bloody', 'hell', 'was', 'that', 'all', 'about'];['what', 'the', 'bloody', 'hell', 'wa', 'that', 'all', 'about'];['bloody', 'hell']
Hermione;Sorry, Ron, but seeing as you can't walk...;['sorry', 'ron', 'but', 'seeing', 'as', 'you', 'ca', 'walk'];['sorry', 'ron', 'but', 'seeing', 'a', 'you', 'ca', 'walk'];['sorry', 'ron', 'seeing', 'ca', 'walk']
Harry;What just happened?;['what', 'just', 'happened'];['what', 'just', 'happened'];['happened']
Harry;Where's Ron?;['where', 'ron'];['where', 'ron'];['ron']
Hermione;07:30. Where were we at 7:30?;['where', 'were', 'we', 'at'];['where', 'were', 'we', 'at'];[]
Harry;I don't know. Going to Hagrid's?;['i', 'do', 'know', 'going', 'to', 'hagrid'];['i', 'do', 'know', 'going', 'to', 'hagrid'];['going', 'hagrid']
Hermione;Come on. And we can't be seen.;['come', 'on', 'and', 'we', 'ca', 'be', 'seen'];['come', 'on', 'and', 'we', 'ca', 'be', 'seen'];['ca', 'seen']
Harry;Hermione!;['hermione'];['hermione'];['hermione']
Harry;Hermione! Hermione, wait.;['hermione', 'hermione', 'wait'];['hermione', 'hermione', 'wait'];['hermione', 'hermione', 'wait']
Harry;Hermione, will you please tell me what it is we're doing?;['hermione', 'will', 'you', 'please', 'tell', 'me', 'what', 'it', 'is', 'we', 'doing'];['hermione', 'will', 'you', 'please', 'tell', 'me', 'what', 'it', 'is', 'we', 'doing'];['hermione', 'please', 'tell']
Draco;Come to see the show?;['come', 'to', 'see', 'the', 'show'];['come', 'to', 'see', 'the', 'show'];['show']
Hermione;You! You foul, loathsome,evil little cockroach!;['you', 'you', 'foul', 'loathsome', 'evil', 'little', 'cockroach'];['you', 'you', 'foul', 'loathsome', 'evil', 'little', 'cockroach'];['foul', 'loathsome', 'evil', 'little', 'cockroach']
Harry;That's us.;['that', 'us'];['that', 'u'];['u']
Ron;Hermione, no! He's not worth it.;['hermione', 'no', 'he', 'not', 'worth', 'it'];['hermione', 'no', 'he', 'not', 'worth', 'it'];['hermione', 'worth']
Harry;This is not normal.;['this', 'is', 'not', 'normal'];['this', 'is', 'not', 'normal'];['normal']
Hermione;This is a Time-Turner, Harry.;['this', 'is', 'a', 'harry'];['this', 'is', 'a', 'harry'];['harry']
Hermione;McGonagall gave it to me first term.;['mcgonagall', 'gave', 'it', 'to', 'me', 'first', 'term'];['mcgonagall', 'gave', 'it', 'to', 'me', 'first', 'term'];['mcgonagall', 'gave', 'first', 'term']
Hermione;This is how I've been getting to my lessons all year.;['this', 'is', 'how', 'i', 'been', 'getting', 'to', 'my', 'lessons', 'all', 'year'];['this', 'is', 'how', 'i', 'been', 'getting', 'to', 'my', 'lesson', 'all', 'year'];['getting', 'lesson', 'year']
Harry;You mean we've gone back in time?;['you', 'mean', 'we', 'gone', 'back', 'in', 'time'];['you', 'mean', 'we', 'gone', 'back', 'in', 'time'];['mean', 'gone', 'back', 'time']
Hermione;Yes.;['yes'];['yes'];[]
Hermione;Dumbledore obviously wanted us to return to this moment.;['dumbledore', 'obviously', 'wanted', 'us', 'to', 'return', 'to', 'this', 'moment'];['dumbledore', 'obviously', 'wanted', 'u', 'to', 'return', 'to', 'this', 'moment'];['dumbledore', 'obviously', 'wanted', 'u', 'return', 'moment']
Hermione;Clearly, something happened he wants us to change.;['clearly', 'something', 'happened', 'he', 'wants', 'us', 'to', 'change'];['clearly', 'something', 'happened', 'he', 'want', 'u', 'to', 'change'];['clearly', 'something', 'happened', 'want', 'u', 'change']
Harry;Good punch.;['good', 'punch'];['good', 'punch'];['good', 'punch']
Hermione;Thanks.;['thanks'];['thanks'];['thanks']
Hermione;Malfoy's coming.;['malfoy', 'coming'];['malfoy', 'coming'];['malfoy', 'coming']
Goyle;Run.;['run'];['run'];['run']
Draco;Not a word to anyone, understood?;['not', 'a', 'word', 'to', 'anyone', 'understood'];['not', 'a', 'word', 'to', 'anyone', 'understood'];['word', 'anyone', 'understood']
Draco;I'm gonna get that jumped-up mudblood! Mark my words.;['i', 'gon', 'na', 'get', 'that', 'mudblood', 'mark', 'my', 'words'];['i', 'gon', 'na', 'get', 'that', 'mudblood', 'mark', 'my', 'word'];['gon', 'na', 'mudblood', 'mark', 'word']
Hermione;That felt good.;['that', 'felt', 'good'];['that', 'felt', 'good'];['felt', 'good']
Ron;Not good, brilliant.;['not', 'good', 'brilliant'];['not', 'good', 'brilliant'];['good', 'brilliant']
Harry;Come on. We should be at Hagrid's.;['come', 'on', 'we', 'should', 'be', 'at', 'hagrid'];['come', 'on', 'we', 'should', 'be', 'at', 'hagrid'];['hagrid']
Harry;Look. Buckbeak's still alive.;['look', 'buckbeak', 'still', 'alive'];['look', 'buckbeak', 'still', 'alive'];['look', 'buckbeak', 'still', 'alive']
Hermione;Of course.;['of', 'course'];['of', 'course'];['course']
Hermione;Remember what Dumbledore said?;['remember', 'what', 'dumbledore', 'said'];['remember', 'what', 'dumbledore', 'said'];['remember', 'dumbledore', 'said']
Hermione;If we succeed, more than one innocent life could be spared.;['if', 'we', 'succeed', 'more', 'than', 'one', 'innocent', 'life', 'could', 'be', 'spared'];['if', 'we', 'succeed', 'more', 'than', 'one', 'innocent', 'life', 'could', 'be', 'spared'];['succeed', 'one', 'innocent', 'life', 'could', 'spared']
Hermione;Let's go.;['let', 'go'];['let', 'go'];['let']
Harry;Here they come. I'd better hurry.;['here', 'they', 'come', 'i', 'better', 'hurry'];['here', 'they', 'come', 'i', 'better', 'hurry'];['better', 'hurry']
Hermione;Fudge has to see Buckbeak before we steal him.;['fudge', 'has', 'to', 'see', 'buckbeak', 'before', 'we', 'steal', 'him'];['fudge', 'ha', 'to', 'see', 'buckbeak', 'before', 'we', 'steal', 'him'];['fudge', 'buckbeak', 'steal']
Hermione;Otherwise, he'll think Hagrid set him free.;['otherwise', 'he', 'think', 'hagrid', 'set', 'him', 'free'];['otherwise', 'he', 'think', 'hagrid', 'set', 'him', 'free'];['otherwise', 'think', 'hagrid', 'set', 'free']
Ron;Scabbers, you're alive!;['scabbers', 'you', 'alive'];['scabbers', 'you', 'alive'];['scabbers', 'alive']
Hagrid;Keep a closer eye on your pet.;['keep', 'a', 'closer', 'eye', 'on', 'your', 'pet'];['keep', 'a', 'closer', 'eye', 'on', 'your', 'pet'];['keep', 'closer', 'eye', 'pet']
Harry;That's Pettigrew.;['that', 'pettigrew'];['that', 'pettigrew'];['pettigrew']
Hermione;Harry, you can't.;['harry', 'you', 'ca'];['harry', 'you', 'ca'];['harry', 'ca']
Harry;Hermione that's the he betrayed my parents.;['hermione', 'that', 'the', 'he', 'betrayed', 'my', 'parents'];['hermione', 'that', 'the', 'he', 'betrayed', 'my', 'parent'];['hermione', 'betrayed', 'parent']
Harry;You don't expect me to sit here.;['you', 'do', 'expect', 'me', 'to', 'sit', 'here'];['you', 'do', 'expect', 'me', 'to', 'sit', 'here'];['expect', 'sit']
Hermione;Yes, and you must!;['yes', 'and', 'you', 'must'];['yes', 'and', 'you', 'must'];['must']
Hermione;Harry, you're in Hagrid's hut now.;['harry', 'you', 'in', 'hagrid', 'hut', 'now'];['harry', 'you', 'in', 'hagrid', 'hut', 'now'];['harry', 'hagrid', 'hut']
Hermione;If you go bursting in, you'll think you've gone mad.;['if', 'you', 'go', 'bursting', 'in', 'you', 'think', 'you', 'gone', 'mad'];['if', 'you', 'go', 'bursting', 'in', 'you', 'think', 'you', 'gone', 'mad'];['bursting', 'think', 'gone', 'mad']
Hermione;Awful things happen to wizards who meddle with time Harry.;['awful', 'things', 'happen', 'to', 'wizards', 'who', 'meddle', 'with', 'time', 'harry'];['awful', 'thing', 'happen', 'to', 'wizard', 'who', 'meddle', 'with', 'time', 'harry'];['awful', 'thing', 'happen', 'wizard', 'meddle', 'time', 'harry']
Hermione;We can't be seen.;['we', 'ca', 'be', 'seen'];['we', 'ca', 'be', 'seen'];['ca', 'seen']
Hermione;Fudge is coming.;['fudge', 'is', 'coming'];['fudge', 'is', 'coming'];['fudge', 'coming']
Hermione;And we aren't leaving?;['and', 'we', 'are', 'leaving'];['and', 'we', 'are', 'leaving'];['leaving']
Hermione;Why aren't we leaving?;['why', 'are', 'we', 'leaving'];['why', 'are', 'we', 'leaving'];['leaving']
Harry;Are you mad?;['are', 'you', 'mad'];['are', 'you', 'mad'];['mad']
Harry;That hurt.;['that', 'hurt'];['that', 'hurt'];['hurt']
Hermione;Sorry.;['sorry'];['sorry'];['sorry']
Hermione;We're coming out the back door. Go!;['we', 'coming', 'out', 'the', 'back', 'door', 'go'];['we', 'coming', 'out', 'the', 'back', 'door', 'go'];['coming', 'back', 'door']
Hermione;Is that really what my hair looks like from the back?;['is', 'that', 'really', 'what', 'my', 'hair', 'looks', 'like', 'from', 'the', 'back'];['is', 'that', 'really', 'what', 'my', 'hair', 'look', 'like', 'from', 'the', 'back'];['really', 'hair', 'look', 'like', 'back']
Harry;What?;['what'];['what'];[]
Hermione;I thought I just sawï¿½ Never mind.;['i', 'thought', 'i', 'just', 'never', 'mind'];['i', 'thought', 'i', 'just', 'never', 'mind'];['thought', 'never', 'mind']
Ron;Let's go.;['let', 'go'];['let', 'go'];['let']
Hermione;Okay, go, Harry. Go!;['okay', 'go', 'harry', 'go'];['okay', 'go', 'harry', 'go'];['okay', 'harry']
Harry;Get away. Get off.;['get', 'away', 'get', 'off'];['get', 'away', 'get', 'off'];['away']
Dumbledore;Minister, I really think I should sign as well.;['minister', 'i', 'really', 'think', 'i', 'should', 'sign', 'as', 'well'];['minister', 'i', 'really', 'think', 'i', 'should', 'sign', 'a', 'well'];['minister', 'really', 'think', 'sign', 'well']
Fudge;Yes, very well. Perhaps it would be...;['yes', 'very', 'well', 'perhaps', 'it', 'would', 'be'];['yes', 'very', 'well', 'perhaps', 'it', 'would', 'be'];['well', 'perhaps', 'would']
Harry;Okay, Buckbeak. Come quickly. ;['okay', 'buckbeak', 'come', 'quickly'];['okay', 'buckbeak', 'come', 'quickly'];['okay', 'buckbeak', 'quickly']
Harry;Come with us now. Come on.;['come', 'with', 'us', 'now', 'come', 'on'];['come', 'with', 'u', 'now', 'come', 'on'];['u']
Hermione;Keep trying. Come on. Quickly.;['keep', 'trying', 'come', 'on', 'quickly'];['keep', 'trying', 'come', 'on', 'quickly'];['keep', 'trying', 'quickly']
Harry;Buckbeak. Okay?;['buckbeak', 'okay'];['buckbeak', 'okay'];['buckbeak', 'okay']
Harry;Quickly. Hurry up. Okay?;['quickly', 'hurry', 'up', 'okay'];['quickly', 'hurry', 'up', 'okay'];['quickly', 'hurry', 'okay']
Fudge;Your name only.;['your', 'name', 'only'];['your', 'name', 'only'];['name']
Dumbledore;It's such a very long name...;['it', 'such', 'a', 'very', 'long', 'name'];['it', 'such', 'a', 'very', 'long', 'name'];['long', 'name']
Harry;Hurry up now, Buckbeak, okay?;['hurry', 'up', 'now', 'buckbeak', 'okay'];['hurry', 'up', 'now', 'buckbeak', 'okay'];['hurry', 'buckbeak', 'okay']
Hermione;Come on. Come on, Buckbeak.;['come', 'on', 'come', 'on', 'buckbeak'];['come', 'on', 'come', 'on', 'buckbeak'];['buckbeak']
Hermione;Come and get the nice dead ferret.;['come', 'and', 'get', 'the', 'nice', 'dead', 'ferret'];['come', 'and', 'get', 'the', 'nice', 'dead', 'ferret'];['nice', 'dead', 'ferret']
Hermione;Come on. It's here. Come on, Beaky.;['come', 'on', 'it', 'here', 'come', 'on', 'beaky'];['come', 'on', 'it', 'here', 'come', 'on', 'beaky'];['beaky']
Dumbledore;Here we are, minister. Follow me.;['here', 'we', 'are', 'minister', 'follow', 'me'];['here', 'we', 'are', 'minister', 'follow', 'me'];['minister', 'follow']
Dumbledore;Now, look there.;['now', 'look', 'there'];['now', 'look', 'there'];['look']
Fudge;Where?;['where'];['where'];[]
Dumbledore;Look beyond the rocks.;['look', 'beyond', 'the', 'rocks'];['look', 'beyond', 'the', 'rock'];['look', 'beyond', 'rock']
Fudge;What am I supposed to see?;['what', 'am', 'i', 'supposed', 'to', 'see'];['what', 'am', 'i', 'supposed', 'to', 'see'];['supposed']
Dumbledore;Professor Dippet had that ling planted when he was headmaster.;['professor', 'dippet', 'had', 'that', 'ling', 'planted', 'when', 'he', 'was', 'headmaster'];['professor', 'dippet', 'had', 'that', 'ling', 'planted', 'when', 'he', 'wa', 'headmaster'];['professor', 'dippet', 'ling', 'planted', 'headmaster']
Fudge;Oh, yes. Indeed, indeed.;['oh', 'yes', 'indeed', 'indeed'];['oh', 'yes', 'indeed', 'indeed'];['oh', 'indeed', 'indeed']
Dumbledore;And all the strawberries.;['and', 'all', 'the', 'strawberries'];['and', 'all', 'the', 'strawberry'];['strawberry']
Hermione;Come on, Buckbeak. Come on.;['come', 'on', 'buckbeak', 'come', 'on'];['come', 'on', 'buckbeak', 'come', 'on'];['buckbeak']
Fudge;I see no strawberries.;['i', 'see', 'no', 'strawberries'];['i', 'see', 'no', 'strawberry'];['strawberry']
Dumbledore;Over there.;['over', 'there'];['over', 'there'];[]
Fudge;Where?;['where'];['where'];[]
Dumbledore;Over there.;['over', 'there'];['over', 'there'];[]
Harry;This way.;['this', 'way'];['this', 'way'];['way']
Fudge;Let's get this over, please.;['let', 'get', 'this', 'over', 'please'];['let', 'get', 'this', 'over', 'please'];['let', 'please']
Dumbledore;All right.;['all', 'right'];['all', 'right'];['right']
Fudge;But where is it?;['but', 'where', 'is', 'it'];['but', 'where', 'is', 'it'];[]
Fudge;I saw the beast, just now.;['i', 'saw', 'the', 'beast', 'just', 'now'];['i', 'saw', 'the', 'beast', 'just', 'now'];['saw', 'beast']
Fudge;Not a moment ago!;['not', 'a', 'moment', 'ago'];['not', 'a', 'moment', 'ago'];['moment', 'ago']
Dumbledore;How extraordinary.;['how', 'extraordinary'];['how', 'extraordinary'];['extraordinary']
Hagrid;Buckbeak.;['buckbeak'];['buckbeak'];['buckbeak']
Fudge;Come now, Dumbledore.;['come', 'now', 'dumbledore'];['come', 'now', 'dumbledore'];['dumbledore']
Fudge;Someone's obviously released him.;['someone', 'obviously', 'released', 'him'];['someone', 'obviously', 'released', 'him'];['someone', 'obviously', 'released']
Fudge;Hagrid?;['hagrid'];['hagrid'];['hagrid']
Hermione;Buckbeak.;['buckbeak'];['buckbeak'];['buckbeak']
Dumbledore;I don't think the minister's suggesting you had anything to do with this.;['i', 'do', 'think', 'the', 'minister', 'suggesting', 'you', 'had', 'anything', 'to', 'do', 'with', 'this'];['i', 'do', 'think', 'the', 'minister', 'suggesting', 'you', 'had', 'anything', 'to', 'do', 'with', 'this'];['think', 'minister', 'suggesting', 'anything']
Dumbledore;Afterall, How could you?;['afterall', 'how', 'could', 'you'];['afterall', 'how', 'could', 'you'];['afterall', 'could']
Dumbledore;You've been with us all the time.;['you', 'been', 'with', 'us', 'all', 'the', 'time'];['you', 'been', 'with', 'u', 'all', 'the', 'time'];['u', 'time']
Hagrid;Right.;['right'];['right'];['right']
Fudge;Well, well.;['well', 'well'];['well', 'well'];['well', 'well']
Fudge;We must search the grounds.;['we', 'must', 'search', 'the', 'grounds'];['we', 'must', 'search', 'the', 'ground'];['must', 'search', 'ground']
Dumbledore;Well, search the skies, if you must, minister.;['well', 'search', 'the', 'skies', 'if', 'you', 'must', 'minister'];['well', 'search', 'the', 'sky', 'if', 'you', 'must', 'minister'];['well', 'search', 'sky', 'must', 'minister']
Dumbledore;Meanwhile, I'd like a nice cup of tea or a large brandy.;['meanwhile', 'i', 'like', 'a', 'nice', 'cup', 'of', 'tea', 'or', 'a', 'large', 'brandy'];['meanwhile', 'i', 'like', 'a', 'nice', 'cup', 'of', 'tea', 'or', 'a', 'large', 'brandy'];['meanwhile', 'like', 'nice', 'cup', 'tea', 'large', 'brandy']
Dumbledore;Oh, executioner, your services are no longer required.;['oh', 'executioner', 'your', 'services', 'are', 'no', 'longer', 'required'];['oh', 'executioner', 'your', 'service', 'are', 'no', 'longer', 'required'];['oh', 'executioner', 'service', 'longer', 'required']
Dumbledore;Thank you.;['thank', 'you'];['thank', 'you'];['thank']
Hagrid;You'll find no small glasses in this house, professor.;['you', 'find', 'no', 'small', 'glasses', 'in', 'this', 'house', 'professor'];['you', 'find', 'no', 'small', 'glass', 'in', 'this', 'house', 'professor'];['find', 'small', 'glass', 'house', 'professor']
Hermione;Come on.;['come', 'on'];['come', 'on'];[]
Harry;This way.;['this', 'way'];['this', 'way'];['way']
Harry;This way, now.;['this', 'way', 'now'];['this', 'way', 'now'];['way']
Harry;Now what?;['now', 'what'];['now', 'what'];[]
Hermione;We save Sirius.;['we', 'save', 'sirius'];['we', 'save', 'sirius'];['save', 'sirius']
Harry;How?;['how'];['how'];[]
Hermione;No idea.;['no', 'idea'];['no', 'idea'];['idea']
