Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Hermione; Dumbledore! ;['dumbledore'];['dumbledore'];['dumbledore']
Hermione;As long as Dumbledore's around, you're safe. ;['as', 'long', 'as', 'dumbledore', 'around', 'you', 'safe'];['a', 'long', 'a', 'dumbledore', 'around', 'you', 'safe'];['long', 'dumbledore', 'around', 'safe']
Hermione;As long as Dumbledore's around, you can't be touched. ;['as', 'long', 'as', 'dumbledore', 'around', 'you', 'ca', 'be', 'touched'];['a', 'long', 'a', 'dumbledore', 'around', 'you', 'ca', 'be', 'touched'];['long', 'dumbledore', 'around', 'ca', 'touched']
Hermione; I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.;['i', 'always', 'heard', 'hogwarts', 'end', 'of', 'the', 'year', 'exams', 'were', 'frightful', 'but', 'i', 'found', 'that', 'rather', 'enjoyable'];['i', 'always', 'heard', 'hogwarts', 'end', 'of', 'the', 'year', 'exam', 'were', 'frightful', 'but', 'i', 'found', 'that', 'rather', 'enjoyable'];['always', 'heard', 'hogwarts', 'end', 'year', 'exam', 'frightful', 'found', 'rather', 'enjoyable']
Ron;Speak for yourself.;['speak', 'for', 'yourself'];['speak', 'for', 'yourself'];['speak']
Ron; All right there, Harry?;['all', 'right', 'there', 'harry'];['all', 'right', 'there', 'harry'];['right', 'harry']
Harry;My scar. It keeps burning.;['my', 'scar', 'it', 'keeps', 'burning'];['my', 'scar', 'it', 'keep', 'burning'];['scar', 'keep', 'burning']
Hermione;It's happened before.;['it', 'happened', 'before'];['it', 'happened', 'before'];['happened']
Harry;Not like this.;['not', 'like', 'this'];['not', 'like', 'this'];['like']
Ron;Perhaps you should see the nurse.;['perhaps', 'you', 'should', 'see', 'the', 'nurse'];['perhaps', 'you', 'should', 'see', 'the', 'nurse'];['perhaps', 'nurse']
Harry; I think it's a warning.;['i', 'think', 'it', 'a', 'warning'];['i', 'think', 'it', 'a', 'warning'];['think', 'warning']
Harry; It means dangers coming. Uhh!  ;['it', 'means', 'dangers', 'coming', 'uhh'];['it', 'mean', 'danger', 'coming', 'uhh'];['mean', 'danger', 'coming', 'uhh']
Harry;Oh. Of course!;['oh', 'of', 'course'];['oh', 'of', 'course'];['oh', 'course']
Hermione; What is it?;['what', 'is', 'it'];['what', 'is', 'it'];[]
Harry;Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?;['do', 'you', 'think', 'it', 'a', 'bit', 'odd', 'that', 'what', 'hagrid', 'wants', 'more', 'than', 'anything', 'is', 'a', 'dragon', 'and', 'a', 'stranger', 'shows', 'up', 'and', 'just', 'happens', 'to', 'have', 'one'];['do', 'you', 'think', 'it', 'a', 'bit', 'odd', 'that', 'what', 'hagrid', 'want', 'more', 'than', 'anything', 'is', 'a', 'dragon', 'and', 'a', 'stranger', 'show', 'up', 'and', 'just', 'happens', 'to', 'have', 'one'];['think', 'bit', 'odd', 'hagrid', 'want', 'anything', 'dragon', 'stranger', 'show', 'happens', 'one']
Harry;I mean, how many people wander around with dragon eggs in their pockets? ;['i', 'mean', 'how', 'many', 'people', 'wander', 'around', 'with', 'dragon', 'eggs', 'in', 'their', 'pockets'];['i', 'mean', 'how', 'many', 'people', 'wander', 'around', 'with', 'dragon', 'egg', 'in', 'their', 'pocket'];['mean', 'many', 'people', 'wander', 'around', 'dragon', 'egg', 'pocket']
Harry;Why didn't I see it before? ;['why', 'did', 'i', 'see', 'it', 'before'];['why', 'did', 'i', 'see', 'it', 'before'];[]
Harry;Hagrid, who gave you the dragon egg?;['hagrid', 'who', 'gave', 'you', 'the', 'dragon', 'egg'];['hagrid', 'who', 'gave', 'you', 'the', 'dragon', 'egg'];['hagrid', 'gave', 'dragon', 'egg']
Harry; What did he look like?;['what', 'did', 'he', 'look', 'like'];['what', 'did', 'he', 'look', 'like'];['look', 'like']
Hagrid;I don't know. ;['i', 'do', 'know'];['i', 'do', 'know'];[]
Hagrid;I never saw his face. ;['i', 'never', 'saw', 'his', 'face'];['i', 'never', 'saw', 'his', 'face'];['never', 'saw', 'face']
Hagrid;He kept his hood up.;['he', 'kept', 'his', 'hood', 'up'];['he', 'kept', 'his', 'hood', 'up'];['kept', 'hood']
Harry;The stranger, though, you and he must have talked.;['the', 'stranger', 'though', 'you', 'and', 'he', 'must', 'have', 'talked'];['the', 'stranger', 'though', 'you', 'and', 'he', 'must', 'have', 'talked'];['stranger', 'though', 'must', 'talked']
Hagrid;Well, he wanted to know what sort of creatures I looked after. ;['well', 'he', 'wanted', 'to', 'know', 'what', 'sort', 'of', 'creatures', 'i', 'looked', 'after'];['well', 'he', 'wanted', 'to', 'know', 'what', 'sort', 'of', 'creature', 'i', 'looked', 'after'];['well', 'wanted', 'sort', 'creature', 'looked']
Hagrid;"I told him. I said, ""After Fluffy, a dragon's gonna be no problem.""";['i', 'told', 'him', 'i', 'said', 'after', 'fluffy', 'a', 'dragon', 'gon', 'na', 'be', 'no', 'problem'];['i', 'told', 'him', 'i', 'said', 'after', 'fluffy', 'a', 'dragon', 'gon', 'na', 'be', 'no', 'problem'];['told', 'said', 'fluffy', 'dragon', 'gon', 'na', 'problem']
Harry; And did he seem interested in Fluffy?;['and', 'did', 'he', 'seem', 'interested', 'in', 'fluffy'];['and', 'did', 'he', 'seem', 'interested', 'in', 'fluffy'];['seem', 'interested', 'fluffy']
Hagrid; Well, of course he was interested in Fluffy!;['well', 'of', 'course', 'he', 'was', 'interested', 'in', 'fluffy'];['well', 'of', 'course', 'he', 'wa', 'interested', 'in', 'fluffy'];['well', 'course', 'interested', 'fluffy']
Hagrid; How often do you come across a three headed dog, even if you're in the trade? ;['how', 'often', 'do', 'you', 'come', 'across', 'a', 'three', 'headed', 'dog', 'even', 'if', 'you', 'in', 'the', 'trade'];['how', 'often', 'do', 'you', 'come', 'across', 'a', 'three', 'headed', 'dog', 'even', 'if', 'you', 'in', 'the', 'trade'];['often', 'across', 'three', 'headed', 'dog', 'even', 'trade']
Hagrid;"But I told him. I said, ""The trick with any beast is to know how to calm him.""";['but', 'i', 'told', 'him', 'i', 'said', 'the', 'trick', 'with', 'any', 'beast', 'is', 'to', 'know', 'how', 'to', 'calm', 'him'];['but', 'i', 'told', 'him', 'i', 'said', 'the', 'trick', 'with', 'any', 'beast', 'is', 'to', 'know', 'how', 'to', 'calm', 'him'];['told', 'said', 'trick', 'beast', 'calm']
Hagrid;" ""Take Fluffy, for example, just play him a bit of music and he falls straight to sleep.""";['take', 'fluffy', 'for', 'example', 'just', 'play', 'him', 'a', 'bit', 'of', 'music', 'and', 'he', 'falls', 'straight', 'to', 'sleep'];['take', 'fluffy', 'for', 'example', 'just', 'play', 'him', 'a', 'bit', 'of', 'music', 'and', 'he', 'fall', 'straight', 'to', 'sleep'];['take', 'fluffy', 'example', 'play', 'bit', 'music', 'fall', 'straight', 'sleep']
Hagrid;  I shouldn't have told you that.;['i', 'should', 'have', 'told', 'you', 'that'];['i', 'should', 'have', 'told', 'you', 'that'];['told']
Hagrid; Where you going?! Wait!;['where', 'you', 'going', 'wait'];['where', 'you', 'going', 'wait'];['going', 'wait']
Harry; We have to see Professor Dumbledore, immediately!;['we', 'have', 'to', 'see', 'professor', 'dumbledore', 'immediately'];['we', 'have', 'to', 'see', 'professor', 'dumbledore', 'immediately'];['professor', 'dumbledore', 'immediately']
Mcgonagall;I'm afraid Professor Dumbledore is not here. ;['i', 'afraid', 'professor', 'dumbledore', 'is', 'not', 'here'];['i', 'afraid', 'professor', 'dumbledore', 'is', 'not', 'here'];['afraid', 'professor', 'dumbledore']
Mcgonagall;He received an urgent owl from the Ministry of Magic and left immediately for London.;['he', 'received', 'an', 'urgent', 'owl', 'from', 'the', 'ministry', 'of', 'magic', 'and', 'left', 'immediately', 'for', 'london'];['he', 'received', 'an', 'urgent', 'owl', 'from', 'the', 'ministry', 'of', 'magic', 'and', 'left', 'immediately', 'for', 'london'];['received', 'urgent', 'owl', 'ministry', 'magic', 'left', 'immediately', 'london']
Harry;He's gone?! Now? ;['he', 'gone', 'now'];['he', 'gone', 'now'];['gone']
Harry;But this is important! ;['but', 'this', 'is', 'important'];['but', 'this', 'is', 'important'];['important']
Harry;It's about...the Sorcerer's Stone.;['it', 'about', 'the', 'sorcerer', 'stone'];['it', 'about', 'the', 'sorcerer', 'stone'];['sorcerer', 'stone']
Mcgonagall;How do you know?;['how', 'do', 'you', 'know'];['how', 'do', 'you', 'know'];[]
Harry;Someone's going to try and steal it.;['someone', 'going', 'to', 'try', 'and', 'steal', 'it'];['someone', 'going', 'to', 'try', 'and', 'steal', 'it'];['someone', 'going', 'try', 'steal']
Mcgonagall;I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected. ;['i', 'do', 'know', 'how', 'you', 'three', 'found', 'out', 'about', 'the', 'stone', 'but', 'i', 'can', 'assure', 'you', 'it', 'is', 'perfectly'];['i', 'do', 'know', 'how', 'you', 'three', 'found', 'out', 'about', 'the', 'stone', 'but', 'i', 'can', 'assure', 'you', 'it', 'is', 'perfectly'];['three', 'found', 'stone', 'assure', 'perfectly']
Mcgonagall;Now would you go back to your dormitories? Quietly. ;['now', 'would', 'you', 'go', 'back', 'to', 'your', 'dormitories', 'quietly'];['now', 'would', 'you', 'go', 'back', 'to', 'your', 'dormitory', 'quietly'];['would', 'back', 'dormitory', 'quietly']
Harry;That was no stranger Hagrid met in the village. ;['that', 'was', 'no', 'stranger', 'hagrid', 'met', 'in', 'the', 'village'];['that', 'wa', 'no', 'stranger', 'hagrid', 'met', 'in', 'the', 'village'];['stranger', 'hagrid', 'met', 'village']
Harry;It was Snape, which means he knows how to get past Fluffy.;['it', 'was', 'snape', 'which', 'means', 'he', 'knows', 'how', 'to', 'get', 'past', 'fluffy'];['it', 'wa', 'snape', 'which', 'mean', 'he', 'know', 'how', 'to', 'get', 'past', 'fluffy'];['snape', 'mean', 'past', 'fluffy']
Hermione; And with Dumbledore gone;['and', 'with', 'dumbledore', 'gone'];['and', 'with', 'dumbledore', 'gone'];['dumbledore', 'gone']
Snape; Good afternoon. ;['good', 'afternoon'];['good', 'afternoon'];['good', 'afternoon']
Snape;Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?;['now', 'what', 'would', 'three', 'young', 'gryffindors', 'such', 'as', 'yourselves', 'be', 'doing', 'inside', 'on', 'a', 'day', 'like', 'this'];['now', 'what', 'would', 'three', 'young', 'gryffindors', 'such', 'a', 'yourselves', 'be', 'doing', 'inside', 'on', 'a', 'day', 'like', 'this'];['would', 'three', 'young', 'gryffindors', 'inside', 'day', 'like']
Hermione;Uh...we were just...;['uh', 'we', 'were', 'just'];['uh', 'we', 'were', 'just'];['uh']
Snape;You want to be careful.;['you', 'want', 'to', 'be', 'careful'];['you', 'want', 'to', 'be', 'careful'];['want', 'careful']
Snape;People will think you're up to something.;['people', 'will', 'think', 'you', 'up', 'to', 'something'];['people', 'will', 'think', 'you', 'up', 'to', 'something'];['people', 'think', 'something']
Hermione;Now what do we do?;['now', 'what', 'do', 'we', 'do'];['now', 'what', 'do', 'we', 'do'];[]
Harry;We go down the trapdoor. Tonight.;['we', 'go', 'down', 'the', 'trapdoor', 'tonight'];['we', 'go', 'down', 'the', 'trapdoor', 'tonight'];['trapdoor', 'tonight']
Harry;Trevor.;['trevor'];['trevor'];['trevor']
Ron;Trevor shh!;['trevor', 'shh'];['trevor', 'shh'];['trevor', 'shh']
Ron;Go, you shouldn't be here!;['go', 'you', 'should', 'be', 'here'];['go', 'you', 'should', 'be', 'here'];[]
Neville;Neither should you. ;['neither', 'should', 'you'];['neither', 'should', 'you'];['neither']
Neville;You're sneaking out again, arent you?;['you', 'sneaking', 'out', 'again', 'arent', 'you'];['you', 'sneaking', 'out', 'again', 'arent', 'you'];['sneaking', 'arent']
Harry;Now, Neville, listen. We were;['now', 'neville', 'listen', 'we', 'were'];['now', 'neville', 'listen', 'we', 'were'];['neville', 'listen']
Neville;No! I won't let you!;['no', 'i', 'wo', 'let', 'you'];['no', 'i', 'wo', 'let', 'you'];['wo', 'let']
Neville;You'll get Gryffindor in trouble again!;['you', 'get', 'gryffindor', 'in', 'trouble', 'again'];['you', 'get', 'gryffindor', 'in', 'trouble', 'again'];['gryffindor', 'trouble']
Neville;I-I'll fight you.;['fight', 'you'];['fight', 'you'];['fight']
Hermione;Neville, I'm really, really sorry about this;['neville', 'i', 'really', 'really', 'sorry', 'about', 'this'];['neville', 'i', 'really', 'really', 'sorry', 'about', 'this'];['neville', 'really', 'really', 'sorry']
Hermione;Petrificus Totalus.;['petrificus', 'totalus'];['petrificus', 'totalus'];['petrificus', 'totalus']
Ron;You're a little scary sometimes...you know that? ;['you', 'a', 'little', 'scary', 'sometimes', 'you', 'know', 'that'];['you', 'a', 'little', 'scary', 'sometimes', 'you', 'know', 'that'];['little', 'scary', 'sometimes']
Ron;Brilliant, but scary.;['brilliant', 'but', 'scary'];['brilliant', 'but', 'scary'];['brilliant', 'scary']
Harry;Let's go. Sorry.;['let', 'go', 'sorry'];['let', 'go', 'sorry'];['let', 'sorry']
Hermione;Sorry.;['sorry'];['sorry'];['sorry']
Ron;It's for your own good, you know.;['it', 'for', 'your', 'own', 'good', 'you', 'know'];['it', 'for', 'your', 'own', 'good', 'you', 'know'];['good']
Hermione;Ow! You stood on my foot!;['ow', 'you', 'stood', 'on', 'my', 'foot'];['ow', 'you', 'stood', 'on', 'my', 'foot'];['ow', 'stood', 'foot']
Ron;Sorry.;['sorry'];['sorry'];['sorry']
Hermione;Alohomora.;['alohomora'];['alohomora'];['alohomora']
Ron;Wait a minute...he's.... ;['wait', 'a', 'minute', 'he'];['wait', 'a', 'minute', 'he'];['wait', 'minute']
Harry;Snoring;['snoring'];['snoring'];['snoring']
Harry;Snape's already been here. ;['snape', 'already', 'been', 'here'];['snape', 'already', 'been', 'here'];['snape', 'already']
Harry;He's put a spell on the harp.;['he', 'put', 'a', 'spell', 'on', 'the', 'harp'];['he', 'put', 'a', 'spell', 'on', 'the', 'harp'];['put', 'spell', 'harp']
Ron;Uh. It's got horrible breath!;['uh', 'it', 'got', 'horrible', 'breath'];['uh', 'it', 'got', 'horrible', 'breath'];['uh', 'horrible', 'breath']
Harry;We have to move its paw.;['we', 'have', 'to', 'move', 'its', 'paw'];['we', 'have', 'to', 'move', 'it', 'paw'];['move', 'paw']
Ron;What?!;['what'];['what'];[]
Harry;Come on! Okay. Push! ;['come', 'on', 'okay', 'push'];['come', 'on', 'okay', 'push'];['okay', 'push']
Harry;I'll go first. ;['i', 'go', 'first'];['i', 'go', 'first'];['first']
Harry;Don't follow until I give you a sign.;['do', 'follow', 'until', 'i', 'give', 'you', 'a', 'sign'];['do', 'follow', 'until', 'i', 'give', 'you', 'a', 'sign'];['follow', 'give', 'sign']
Harry;If something bad happens, get yourselves outï¿½;['if', 'something', 'bad', 'happens', 'get', 'yourselves'];['if', 'something', 'bad', 'happens', 'get', 'yourselves'];['something', 'bad', 'happens']
Harry;Does it seem a bit...quiet to you?;['does', 'it', 'seem', 'a', 'bit', 'quiet', 'to', 'you'];['doe', 'it', 'seem', 'a', 'bit', 'quiet', 'to', 'you'];['doe', 'seem', 'bit', 'quiet']
Hermione;The harp. It stopped playing.;['the', 'harp', 'it', 'stopped', 'playing'];['the', 'harp', 'it', 'stopped', 'playing'];['harp', 'stopped', 'playing']
Ron;Ew! Yuck! Ugh. ;['ew', 'yuck', 'ugh'];['ew', 'yuck', 'ugh'];['ew', 'yuck', 'ugh']
Harry;Jump! Go! ;['jump', 'go'];['jump', 'go'];['jump']
Ron;Ahh! Whoa. ;['ahh', 'whoa'];['ahh', 'whoa'];['ahh', 'whoa']
Ron;Lucky this plant-thing is here, really.;['lucky', 'this', 'is', 'here', 'really'];['lucky', 'this', 'is', 'here', 'really'];['lucky', 'really']
Harry;Whoa! Oh. Ahh!;['whoa', 'oh', 'ahh'];['whoa', 'oh', 'ahh'];['whoa', 'oh', 'ahh']
Hermione;Stop moving, both of you. ;['stop', 'moving', 'both', 'of', 'you'];['stop', 'moving', 'both', 'of', 'you'];['stop', 'moving']
Hermione;This is Devil's Snare. ;['this', 'is', 'devil', 'snare'];['this', 'is', 'devil', 'snare'];['devil', 'snare']
Hermione;You have to relax. ;['you', 'have', 'to', 'relax'];['you', 'have', 'to', 'relax'];['relax']
Hermione;If you don't, it will only kill you faster.;['if', 'you', 'do', 'it', 'will', 'only', 'kill', 'you', 'faster'];['if', 'you', 'do', 'it', 'will', 'only', 'kill', 'you', 'faster'];['kill', 'faster']
Ron;Kill us faster?! ;['kill', 'us', 'faster'];['kill', 'u', 'faster'];['kill', 'u', 'faster']
Ron;Oh, now I can relax!;['oh', 'now', 'i', 'can', 'relax'];['oh', 'now', 'i', 'can', 'relax'];['oh', 'relax']
Ron And Harry;  Hermione!!;['hermione'];['hermione'];['hermione']
Ron;Now what are we gonna do?!;['now', 'what', 'are', 'we', 'gon', 'na', 'do'];['now', 'what', 'are', 'we', 'gon', 'na', 'do'];['gon', 'na']
Hermione;Just relax!;['just', 'relax'];['just', 'relax'];['relax']
Harry;Hermione! Where are you?!;['hermione', 'where', 'are', 'you'];['hermione', 'where', 'are', 'you'];['hermione']
Hermione;Do what I say. Trust me. ;['do', 'what', 'i', 'say', 'trust', 'me'];['do', 'what', 'i', 'say', 'trust', 'me'];['say', 'trust']
Ron;Ahh! Harry!;['ahh', 'harry'];['ahh', 'harry'];['ahh', 'harry']
Ron;Harry!;['harry'];['harry'];['harry']
Hermione;Are you okay?;['are', 'you', 'okay'];['are', 'you', 'okay'];['okay']
Harry;Yeah, yeah, I'm fine.;['yeah', 'yeah', 'i', 'fine'];['yeah', 'yeah', 'i', 'fine'];['yeah', 'yeah', 'fine']
Ron;Help!;['help'];['help'];['help']
Hermione;He's not relaxing, is he?;['he', 'not', 'relaxing', 'is', 'he'];['he', 'not', 'relaxing', 'is', 'he'];['relaxing']
Harry;Apparently not.;['apparently', 'not'];['apparently', 'not'];['apparently']
Ron;Help! Help me!;['help', 'help', 'me'];['help', 'help', 'me'];['help', 'help']
Hermione;We've got to do something!;['we', 'got', 'to', 'do', 'something'];['we', 'got', 'to', 'do', 'something'];['something']
Harry;What?;['what'];['what'];[]
Hermione;Uh! I remember reading something in Herbology. ;['uh', 'i', 'remember', 'reading', 'something', 'in', 'herbology'];['uh', 'i', 'remember', 'reading', 'something', 'in', 'herbology'];['uh', 'remember', 'reading', 'something', 'herbology']
Ron;Help!;['help'];['help'];['help']
Hermione;Um Devil's Snare, Devil's Scare,it's deadly fun...but will sulk in the sun! ;['um', 'devil', 'snare', 'devil', 'scare', 'it', 'deadly', 'fun', 'but', 'will', 'sulk', 'in', 'the', 'sun'];['um', 'devil', 'snare', 'devil', 'scare', 'it', 'deadly', 'fun', 'but', 'will', 'sulk', 'in', 'the', 'sun'];['um', 'devil', 'snare', 'devil', 'scare', 'deadly', 'fun', 'sulk', 'sun']
Hermione;That's it! Devil's Snare hates sunlight!;['that', 'it', 'devil', 'snare', 'hates', 'sunlight'];['that', 'it', 'devil', 'snare', 'hate', 'sunlight'];['devil', 'snare', 'hate', 'sunlight']
Hermione;Lumus Solem!;['lumus', 'solem'];['lumus', 'solem'];['lumus', 'solem']
Ron;Ahhh!;['ahhh'];['ahhh'];['ahhh']
Harry;Ron, are you okay?;['ron', 'are', 'you', 'okay'];['ron', 'are', 'you', 'okay'];['ron', 'okay']
Ron;Yeah.;['yeah'];['yeah'];['yeah']
Harry;Okay.;['okay'];['okay'];['okay']
Ron;Whew. Lucky we didn't panic!;['whew', 'lucky', 'we', 'did', 'panic'];['whew', 'lucky', 'we', 'did', 'panic'];['whew', 'lucky', 'panic']
Harry;Lucky Hermione pays attention in Herbology.;['lucky', 'hermione', 'pays', 'attention', 'in', 'herbology'];['lucky', 'hermione', 'pay', 'attention', 'in', 'herbology'];['lucky', 'hermione', 'pay', 'attention', 'herbology']
Hermione;What is that?;['what', 'is', 'that'];['what', 'is', 'that'];[]
Harry;I don't know. ;['i', 'do', 'know'];['i', 'do', 'know'];[]
Harry;Sounds like wings.;['sounds', 'like', 'wings'];['sound', 'like', 'wing'];['sound', 'like', 'wing']
Hermione;Curious. I've never seen birds like these.;['curious', 'i', 'never', 'seen', 'birds', 'like', 'these'];['curious', 'i', 'never', 'seen', 'bird', 'like', 'these'];['curious', 'never', 'seen', 'bird', 'like']
Harry;They're not birds, they're keys. ;['they', 'not', 'birds', 'they', 'keys'];['they', 'not', 'bird', 'they', 'key'];['bird', 'key']
Harry;And I'll bet one of them fits that door. ;['and', 'i', 'bet', 'one', 'of', 'them', 'fits', 'that', 'door'];['and', 'i', 'bet', 'one', 'of', 'them', 'fit', 'that', 'door'];['bet', 'one', 'fit', 'door']
Hermione;What's this all about?;['what', 'this', 'all', 'about'];['what', 'this', 'all', 'about'];[]
Harry;I don't know. Strange.;['i', 'do', 'know', 'strange'];['i', 'do', 'know', 'strange'];['strange']
Ron;Alohomora! ;['alohomora'];['alohomora'];['alohomora']
Ron;Well, it was worth a try.;['well', 'it', 'was', 'worth', 'a', 'try'];['well', 'it', 'wa', 'worth', 'a', 'try'];['well', 'worth', 'try']
Hermione;Ugh! What're we going to do? ;['ugh', 'what', 'we', 'going', 'to', 'do'];['ugh', 'what', 'we', 'going', 'to', 'do'];['ugh', 'going']
Hermione;There must be 1000 keys up there!;['there', 'must', 'be', 'keys', 'up', 'there'];['there', 'must', 'be', 'key', 'up', 'there'];['must', 'key']
Ron;We're looking for a big old fashioned one. ;['we', 'looking', 'for', 'a', 'big', 'old', 'fashioned', 'one'];['we', 'looking', 'for', 'a', 'big', 'old', 'fashioned', 'one'];['looking', 'big', 'old', 'fashioned', 'one']
Ron;Probably rusty like the handle.;['probably', 'rusty', 'like', 'the', 'handle'];['probably', 'rusty', 'like', 'the', 'handle'];['probably', 'rusty', 'like', 'handle']
Harry;There! I see it!;['there', 'i', 'see', 'it'];['there', 'i', 'see', 'it'];[]
Harry;The one with the broken wing!;['the', 'one', 'with', 'the', 'broken', 'wing'];['the', 'one', 'with', 'the', 'broken', 'wing'];['one', 'broken', 'wing']
Hermione;What's wrong, Harry?;['what', 'wrong', 'harry'];['what', 'wrong', 'harry'];['wrong', 'harry']
Harry;It's too simple.;['it', 'too', 'simple'];['it', 'too', 'simple'];['simple']
Ron;Oh, go on, Harry! ;['oh', 'go', 'on', 'harry'];['oh', 'go', 'on', 'harry'];['oh', 'harry']
Ron;If Snape can catch it on that old broomstick, you can! ;['if', 'snape', 'can', 'catch', 'it', 'on', 'that', 'old', 'broomstick', 'you', 'can'];['if', 'snape', 'can', 'catch', 'it', 'on', 'that', 'old', 'broomstick', 'you', 'can'];['snape', 'catch', 'old', 'broomstick']
Ron;You're the youngest seeker in a century!;['you', 'the', 'youngest', 'seeker', 'in', 'a', 'century'];['you', 'the', 'youngest', 'seeker', 'in', 'a', 'century'];['youngest', 'seeker', 'century']
Ron;This complicates things a bit!;['this', 'complicates', 'things', 'a', 'bit'];['this', 'complicates', 'thing', 'a', 'bit'];['complicates', 'thing', 'bit']
Harry;Catch the key!;['catch', 'the', 'key'];['catch', 'the', 'key'];['catch', 'key']
Ron;Hurry up!;['hurry', 'up'];['hurry', 'up'];['hurry']
Hermione;I don't like this. ;['i', 'do', 'like', 'this'];['i', 'do', 'like', 'this'];['like']
Hermione;I don't like this at all.;['i', 'do', 'like', 'this', 'at', 'all'];['i', 'do', 'like', 'this', 'at', 'all'];['like']
Harry;Where are we? A graveyard.;['where', 'are', 'we', 'a', 'graveyard'];['where', 'are', 'we', 'a', 'graveyard'];['graveyard']
Ron;This is no graveyard. ;['this', 'is', 'no', 'graveyard'];['this', 'is', 'no', 'graveyard'];['graveyard']
Ron;It's a chessboard.;['it', 'a', 'chessboard'];['it', 'a', 'chessboard'];['chessboard']
Harry;There's the door.;['there', 'the', 'door'];['there', 'the', 'door'];['door']
Hermione;Now what do we do?;['now', 'what', 'do', 'we', 'do'];['now', 'what', 'do', 'we', 'do'];[]
Ron; It's obvious, isn't it? ;['it', 'obvious', 'is', 'it'];['it', 'obvious', 'is', 'it'];['obvious']
Ron;We've got to play our way across the room. ;['we', 'got', 'to', 'play', 'our', 'way', 'across', 'the', 'room'];['we', 'got', 'to', 'play', 'our', 'way', 'across', 'the', 'room'];['play', 'way', 'across', 'room']
Ron;All right. Harry, you take the empty Bishop's square. ;['all', 'right', 'harry', 'you', 'take', 'the', 'empty', 'bishop', 'square'];['all', 'right', 'harry', 'you', 'take', 'the', 'empty', 'bishop', 'square'];['right', 'harry', 'take', 'empty', 'bishop', 'square']
Ron;Hermione, you'll be the Queen's side castle. ;['hermione', 'you', 'be', 'the', 'queen', 'side', 'castle'];['hermione', 'you', 'be', 'the', 'queen', 'side', 'castle'];['hermione', 'queen', 'side', 'castle']
Ron;As for me, I'll be a knight.;['as', 'for', 'me', 'i', 'be', 'a', 'knight'];['a', 'for', 'me', 'i', 'be', 'a', 'knight'];['knight']
Hermione;What happens now?;['what', 'happens', 'now'];['what', 'happens', 'now'];['happens']
Ron;Well, white moves first, and then...we play. ;['well', 'white', 'moves', 'first', 'and', 'then', 'we', 'play'];['well', 'white', 'move', 'first', 'and', 'then', 'we', 'play'];['well', 'white', 'move', 'first', 'play']
Hermione;Ron, you don't suppose this is going to be like...real wizard's chess, do you?;['ron', 'you', 'do', 'suppose', 'this', 'is', 'going', 'to', 'be', 'like', 'real', 'wizard', 'chess', 'do', 'you'];['ron', 'you', 'do', 'suppose', 'this', 'is', 'going', 'to', 'be', 'like', 'real', 'wizard', 'chess', 'do', 'you'];['ron', 'suppose', 'going', 'like', 'real', 'wizard', 'chess']
Ron;You there! D-5! ;['you', 'there'];['you', 'there'];[]
Ron;Yes, Hermione, I think this is going to be exactly like wizard's chess!;['yes', 'hermione', 'i', 'think', 'this', 'is', 'going', 'to', 'be', 'exactly', 'like', 'wizard', 'chess'];['yes', 'hermione', 'i', 'think', 'this', 'is', 'going', 'to', 'be', 'exactly', 'like', 'wizard', 'chess'];['hermione', 'think', 'going', 'exactly', 'like', 'wizard', 'chess']
Ron;Castle to E-4!  ;['castle', 'to'];['castle', 'to'];['castle']
Ron;Pawn to C-3!;['pawn', 'to'];['pawn', 'to'];['pawn']
Harry;Wait a minute.;['wait', 'a', 'minute'];['wait', 'a', 'minute'];['wait', 'minute']
Ron;You understand right, Harry. ;['you', 'understand', 'right', 'harry'];['you', 'understand', 'right', 'harry'];['understand', 'right', 'harry']
Ron;Once I make my move, the Queen will take me...then you'll be free to check the King.;['once', 'i', 'make', 'my', 'move', 'the', 'queen', 'will', 'take', 'me', 'then', 'you', 'be', 'free', 'to', 'check', 'the', 'king'];['once', 'i', 'make', 'my', 'move', 'the', 'queen', 'will', 'take', 'me', 'then', 'you', 'be', 'free', 'to', 'check', 'the', 'king'];['make', 'move', 'queen', 'take', 'free', 'check', 'king']
Harry;No, Ron! No!;['no', 'ron', 'no'];['no', 'ron', 'no'];['ron']
Hermione; What is it?;['what', 'is', 'it'];['what', 'is', 'it'];[]
Harry;He's going to sacrifice himself!;['he', 'going', 'to', 'sacrifice', 'himself'];['he', 'going', 'to', 'sacrifice', 'himself'];['going', 'sacrifice']
Hermione;No, Ron, you can't!;['no', 'ron', 'you', 'ca'];['no', 'ron', 'you', 'ca'];['ron', 'ca']
Hermione;There must be another way!;['there', 'must', 'be', 'another', 'way'];['there', 'must', 'be', 'another', 'way'];['must', 'another', 'way']
Ron;Do you want to stop Snape from getting that Stone or not?;['do', 'you', 'want', 'to', 'stop', 'snape', 'from', 'getting', 'that', 'stone', 'or', 'not'];['do', 'you', 'want', 'to', 'stop', 'snape', 'from', 'getting', 'that', 'stone', 'or', 'not'];['want', 'stop', 'snape', 'getting', 'stone']
